39.984702,116.318417,2008-10-23,02:53:04
39.984683,116.31845,2008-10-23,02:53:10
39.984686,116.318417,2008-10-23,02:53:15
39.984688,116.318385,2008-10-23,02:53:20
39.984655,116.318263,2008-10-23,02:53:25
39.984611,116.318026,2008-10-23,02:53:30
39.984608,116.317761,2008-10-23,02:53:35
39.984563,116.317517,2008-10-23,02:53:40
39.984539,116.317294,2008-10-23,02:53:45
39.984606,116.317065,2008-10-23,02:53:50
39.984568,116.316911,2008-10-23,02:53:55
39.984586,116.316716,2008-10-23,02:54:00
39.984561,116.316527,2008-10-23,02:54:05
39.984536,116.316354,2008-10-23,02:54:10
39.984523,116.316188,2008-10-23,02:54:15
39.984516,116.315963,2008-10-23,02:54:20
39.984523,116.315823,2008-10-23,02:54:25
39.984574,116.315611,2008-10-23,02:54:30
39.984568,116.315407,2008-10-23,02:54:35
39.984538,116.315148,2008-10-23,02:54:40
39.984501,116.314907,2008-10-23,02:54:45
39.984532,116.314808,2008-10-23,02:54:50
39.984504,116.314625,2008-10-23,02:54:55
39.984485,116.314426,2008-10-23,02:55:00
39.984427,116.31424,2008-10-23,02:55:05
39.984485,116.314042,2008-10-23,02:55:10
39.98448,116.313818,2008-10-23,02:55:15
39.984501,116.313659,2008-10-23,02:55:20
39.984618,116.314323,2008-10-23,02:55:25
39.984649,116.314107,2008-10-23,02:55:30
39.984621,116.313941,2008-10-23,02:55:35
39.984655,116.313724,2008-10-23,02:55:40
39.984681,116.313521,2008-10-23,02:55:45
39.984708,116.313311,2008-10-23,02:55:50
39.984708,116.313099,2008-10-23,02:55:55
39.984696,116.312921,2008-10-23,02:56:00
39.984677,116.312746,2008-10-23,02:56:05
39.984682,116.312525,2008-10-23,02:56:10
39.984649,116.312332,2008-10-23,02:56:15
39.984641,116.312123,2008-10-23,02:56:20
39.984647,116.311917,2008-10-23,02:56:25
39.984654,116.31172,2008-10-23,02:56:30
39.984631,116.311569,2008-10-23,02:56:35
39.984647,116.31138,2008-10-23,02:56:40
39.984653,116.311189,2008-10-23,02:56:45
39.984628,116.311026,2008-10-23,02:56:50
39.984652,116.310854,2008-10-23,02:56:55
39.984656,116.31066,2008-10-23,02:57:00
39.984616,116.310534,2008-10-23,02:57:05
39.984676,116.31033,2008-10-23,02:57:10
39.984698,116.310063,2008-10-23,02:57:15
39.984696,116.309937,2008-10-23,02:57:20
39.984663,116.309851,2008-10-23,02:57:25
39.984598,116.309749,2008-10-23,02:57:30
39.98454,116.309656,2008-10-23,02:57:35
39.984525,116.309503,2008-10-23,02:57:40
39.984498,116.309348,2008-10-23,02:57:45
39.984481,116.309173,2008-10-23,02:57:50
39.984489,116.308993,2008-10-23,02:57:55
39.98447,116.308827,2008-10-23,02:58:00
39.98449,116.308638,2008-10-23,02:58:05
39.98449,116.308485,2008-10-23,02:58:10
39.984494,116.308351,2008-10-23,02:58:15
39.984499,116.308201,2008-10-23,02:58:20
39.984484,116.308049,2008-10-23,02:58:25
39.984491,116.307902,2008-10-23,02:58:30
39.984499,116.307809,2008-10-23,02:58:35
39.984472,116.307687,2008-10-23,02:58:40
39.984493,116.307548,2008-10-23,02:58:45
39.984488,116.307434,2008-10-23,02:58:50
39.984427,116.307292,2008-10-23,02:58:55
39.984428,116.307126,2008-10-23,02:59:00
39.984432,116.306943,2008-10-23,02:59:05
39.984425,116.306801,2008-10-23,02:59:10
39.984438,116.306633,2008-10-23,02:59:15
39.984462,116.306486,2008-10-23,02:59:20
39.984466,116.3063,2008-10-23,02:59:25
39.984456,116.306047,2008-10-23,02:59:30
39.984454,116.305854,2008-10-23,02:59:35
39.984412,116.305682,2008-10-23,02:59:40
39.98441,116.305466,2008-10-23,02:59:45
39.984406,116.305281,2008-10-23,02:59:50
39.984393,116.305023,2008-10-23,02:59:55
39.984356,116.304909,2008-10-23,03:00:00
39.984352,116.304704,2008-10-23,03:00:05
39.984338,116.304543,2008-10-23,03:00:10
39.984338,116.304315,2008-10-23,03:00:15
39.984349,116.304083,2008-10-23,03:00:20
39.984368,116.303934,2008-10-23,03:00:25
39.984437,116.303813,2008-10-23,03:00:30
39.984429,116.303672,2008-10-23,03:00:35
39.984342,116.303444,2008-10-23,03:00:40
39.984365,116.303298,2008-10-23,03:00:45
39.984368,116.303132,2008-10-23,03:00:50
39.984385,116.30292,2008-10-23,03:00:55
39.98438,116.302754,2008-10-23,03:01:00
39.984346,116.302601,2008-10-23,03:01:05
39.984303,116.302457,2008-10-23,03:01:10
39.984344,116.302271,2008-10-23,03:01:15
39.984341,116.302094,2008-10-23,03:01:20
39.984359,116.301888,2008-10-23,03:01:25
39.984379,116.301693,2008-10-23,03:01:30
39.984345,116.3015,2008-10-23,03:01:35
39.984345,116.301309,2008-10-23,03:01:40
39.984338,116.301107,2008-10-23,03:01:45
39.984344,116.300877,2008-10-23,03:01:50
39.984278,116.300674,2008-10-23,03:01:55
39.984276,116.300462,2008-10-23,03:02:00
39.984278,116.300307,2008-10-23,03:02:05
39.984252,116.300156,2008-10-23,03:02:10
39.984288,116.299943,2008-10-23,03:02:15
39.984283,116.29981,2008-10-23,03:02:20
39.984335,116.299744,2008-10-23,03:02:25
39.984312,116.299703,2008-10-23,03:02:30
39.984177,116.299699,2008-10-23,03:02:35
39.98414,116.299697,2008-10-23,03:02:40
39.984204,116.299721,2008-10-23,03:02:45
39.984258,116.299736,2008-10-23,03:02:50
39.984031,116.299573,2008-10-23,03:02:55
39.98379,116.299578,2008-10-23,03:03:00
39.983726,116.299566,2008-10-23,03:03:05
39.983692,116.299496,2008-10-23,03:03:10
39.983685,116.299476,2008-10-23,03:03:15
39.983639,116.299425,2008-10-23,03:03:20
39.983629,116.299353,2008-10-23,03:03:25
39.983641,116.299279,2008-10-23,03:03:30
39.983557,116.299235,2008-10-23,03:03:35
39.983509,116.299238,2008-10-23,03:03:40
39.983413,116.299267,2008-10-23,03:03:45
39.983353,116.299305,2008-10-23,03:03:50
39.983337,116.299321,2008-10-23,03:03:55
39.9833,116.299314,2008-10-23,03:04:00
39.9833,116.299314,2008-10-23,03:04:03
39.983304,116.299307,2008-10-23,03:04:05
39.983279,116.299311,2008-10-23,03:04:10
39.983302,116.299302,2008-10-23,03:04:15
39.983276,116.299265,2008-10-23,03:04:20
39.983322,116.299191,2008-10-23,03:04:25
39.983403,116.299147,2008-10-23,03:04:30
39.983548,116.299083,2008-10-23,03:04:35
39.983675,116.299031,2008-10-23,03:04:40
39.983663,116.298932,2008-10-23,03:04:45
39.983533,116.298903,2008-10-23,03:04:50
39.98359,116.298869,2008-10-23,03:04:55
39.983723,116.298825,2008-10-23,03:05:00
39.983902,116.298773,2008-10-23,03:05:05
39.984045,116.298725,2008-10-23,03:05:10
39.984019,116.298663,2008-10-23,03:05:15
39.996832,116.285446,2008-10-23,04:08:12
39.984397,116.299292,2008-10-23,04:08:42
39.984426,116.299329,2008-10-23,04:08:47
39.984499,116.299413,2008-10-23,04:08:52
39.984424,116.299467,2008-10-23,04:08:57
39.98441,116.299477,2008-10-23,04:09:02
39.984421,116.299569,2008-10-23,04:09:07
39.984518,116.29953,2008-10-23,04:09:12
39.984488,116.299645,2008-10-23,04:09:17
39.98454,116.299523,2008-10-23,04:09:22
39.98446,116.299528,2008-10-23,04:09:27
39.984463,116.299508,2008-10-23,04:09:32
39.984501,116.299473,2008-10-23,04:09:37
39.984532,116.299451,2008-10-23,04:09:42
39.984532,116.299451,2008-10-23,04:09:45
39.984527,116.299451,2008-10-23,04:09:47
39.984517,116.299447,2008-10-23,04:09:52
39.984509,116.299438,2008-10-23,04:09:57
39.984497,116.299411,2008-10-23,04:10:02
39.984499,116.299405,2008-10-23,04:10:07
39.984498,116.299407,2008-10-23,04:10:12
39.984498,116.299407,2008-10-23,04:10:15
39.984493,116.299412,2008-10-23,04:10:17
39.984498,116.299466,2008-10-23,04:10:22
39.984546,116.29941,2008-10-23,04:10:27
39.984638,116.299318,2008-10-23,04:10:32
39.98473,116.299315,2008-10-23,04:10:37
39.984753,116.299305,2008-10-23,04:10:42
39.984789,116.299297,2008-10-23,04:10:47
39.984795,116.299391,2008-10-23,04:10:52
39.984778,116.299504,2008-10-23,04:10:57
39.984743,116.299617,2008-10-23,04:11:02
39.984671,116.299625,2008-10-23,04:11:07
39.984694,116.299536,2008-10-23,04:11:12
39.984733,116.29952,2008-10-23,04:11:17
